Title,Desc,Type,BodyPart,Equipment,Level,Rating,title_id
Single-leg box squat,"The single-leg box squat is a bodyweight exercise that targets the muscles of the lower body, including the quads, glutes, and hamstrings. It is similar in form to a pistol squat, except that you sit to a box. This allows you to customize the depth of the movement to your movement abilities and mobility level. For this reason, the single-leg box squat is a popular movement for building leg strength in beginning trainees. It can be performed in lower strength-focused rep ranges, such as 5-8 reps per leg, or for higher reps for muscle building.",strength,quadriceps,body only,intermediate,0.0,Single-kaki box squat
Defensive Slide,,cardio,quadriceps,body only,beginner,0.0,Defensive Slide
Quick Leap,,plyometrics,quadriceps,body only,intermediate,0.0,Quick Leap
Vertical Mountain Climber,,cardio,quadriceps,body only,beginner,0.0,Vertical pendaki gunung
Reverse Burpee,,plyometrics,quadriceps,body only,beginner,0.0,Reverse burpee
Football Up-Down,,cardio,quadriceps,body only,beginner,0.0,Football Up-Down
Jump lunge heel kick,"The jump lunge heel kick is a high-intensity, full-body exercise targeting the quads, glutes, and hamstrings. It combines a jump lunge with a standing hamstring stretch in a unique combo that also challenges balance. It can be performed for time or reps as part of a fat-loss or athleticism-focused circuit or workout.",plyometrics,quadriceps,body only,intermediate,0.0,Jump lunge heel kick
Burpee box jump,"The burpee box jump is an explosive bodyweight exercise that combines a burpee with a leap onto a box or step. First, you perform a traditional burpee, and then instead of jumping into the air, you jump onto a box. This makes you focus on power generation in the jump, making each rep more challenging. Burpee box jumps are often performed for high reps as part of metabolic conditioning circuits or workouts.",plyometrics,quadriceps,body only,intermediate,0.0,burpee box jump
Linear Depth Jump,,plyometrics,quadriceps,body only,intermediate,0.0,Linear Depth Jump
Slow Jog,,cardio,quadriceps,body only,beginner,0.0,Slow Jog
High knees,"High knees is a full-body, cardio-based exercise with an emphasis on the lower body. It is often performed for reps or time as part of a dynamic warm-up.",cardio,quadriceps,body only,intermediate,0.0,High knees
Jumping Jack,"The jumping jack is a classic calisthenics exercise to improve overall conditioning. It’s one the most recognizable exercises on the planet, and it’s almost synonymous with training for military recruits. It can be done for time or reps, often in dynamic warm-ups or to mobilize the hips and shoulders.",cardio,quadriceps,body only,intermediate,0.0,lompat lompat jack
Square Hop,,plyometrics,quadriceps,body only,beginner,0.0,Square Hop
Running lunge,"The running lunge is a dynamic exercise that targets the lower body. It combines elements of a reverse lunge with a step-up, in that the front leg fully extends and the rear leg flexes up in front of the body. It targets a wide range of muscles in the lower body, including the quads, glutes, and hamstrings. It can be performed for time or reps in any lower-body workout, or in a fat-loss or athleticism-focused circuit.",plyometrics,quadriceps,body only,intermediate,0.0,Running lunge
In-out jump squat,"The in-out jump squat is a bodyweight squat variation that alternates wide and narrow jump squats. It targets the lower-body muscles, including the quads, glutes, adductors, and hamstrings, and also provides a serious cardiovascular challenge. It can be performed for time or reps and is especially effective in a fat-loss or athleticism-focused circuit or workout.",plyometrics,quadriceps,body only,intermediate,0.0,In-out jump squat
Gorilla squat,"The gorilla squat is a bodyweight sequence that combines two reverse lunges and a bodyweight squat. It could also be performed with dumbbells, kettlebells, or other weights. It targets most of the muscles of the lower body, including the quads, glutes, and hamstrings. It can be performed for time or reps in the lower-body portion of any workout.",plyometrics,quadriceps,body only,intermediate,0.0,Gorilla squat
Burpee tuck jump,The burpee tuck jump is an explosive version of the burpee exercise that adds a tuck jump to the top of each rep. It can be performed for time or reps in any fat-loss or athleticism-focused circuit or workout.,plyometrics,quadriceps,body only,intermediate,0.0,burpee tuck jump
Speed skater,"The speed skater is an explosive version of the lateral lunge that involves jumping from side to side and landing on a single leg, then touching the ground. It challenges the lower-body muscles, including the quads, hips, and glutes, and the cardiovascular system, while training lateral movement.",plyometrics,quadriceps,body only,intermediate,0.0,Speed skater
Jumping knee up-down,"The jumping knee up-down is an explosive bodyweight movement that consists of a knee up-down followed by a jump squat. It targets the muscles of the lower body, including the quads, glutes, and hamstrings, but is also a challenging power and conditioning exercise.",plyometrics,quadriceps,body only,intermediate,0.0,Jumping knee up-down
Jump Lunge To Feet Jack,,plyometrics,quadriceps,body only,intermediate,0.0,Jump lunge To Feet lompat jack
Reverse Lunge Rotation,,strength,quadriceps,body only,intermediate,7.9,Reverse lunge Rotation
Alternating standing knee-pull stretch,"The alternating standing knee-pull stretch targets range of motion in the hips, hamstrings, and lower back. It's a common movement in dynamic warm-ups for athletics or lower-body training, but can also be used to ""limber up"" for activity anytime.",stretching,quadriceps,body only,intermediate,7.9,bergantian berdiri knee-tarikan stretch
Seal jack,"The seal jack is a variation on the jumping jack, one the most common calisthenic exercises on the planet. The difference between this movement and the jumping jack has to do with the arm motion. Instead of the arms coming together overhead, they come together in front of the body, like a seal clapping its fins.",strength,quadriceps,body only,intermediate,7.9,Seal lompat jack
Kneeling quad thoracic stretch,"The kneeling quad thoracic stretch is a stretch targeting greater range of motion in your thoracic spine. It is commonly included in dynamic warm-ups or cool-downs, but can also be performed as full-body mobility work any time.",strength,quadriceps,body only,intermediate,7.9,Kneeling quad thoracic stretch
Single-Leg Squat With Knee Tap,"The single-leg knee-tap squat is a single-leg squat variation that involves “floating” the back leg over the ground on the descent until touching just the knee to the ground or a pad. It is similar to a lunge, but without touching the back foot to the ground. It is an intense strength and coordination challenge that can work in any strength- or athleticism-focused workout.",strength,quadriceps,body only,expert,7.9,Single-kaki squat With Knee Tap
Shuttle run,"The shuttle run is an athletic conditioning drill that’s great for developing speed and power, as well as changing direction. It’s a favorite of football and basketball players, but it can also be great conditioning work for lifters and athletes of all ability levels.",cardio,quadriceps,body only,intermediate,7.9,Shuttle run
Squat Isometric Hold,"The hack squat is a machine-based exercise that targets the muscles of the legs, particularly the quadriceps. It is often used as an accessory for squats, but can also be the main lower-body movement in a workout. It is often performed for moderate to high reps, such as 8-12 reps per set or more.",plyometrics,quadriceps,body only,expert,7.9,squat isometrik tahan
Wall sit,"The wall sit is an exercise targeting the quadriceps and core muscle. It involves descending into a squat position while leaning against a wall, then holding that position for a predetermined length of time. It's a classic leg endurance-building exercise for basketball players and gymnasts.",strength,quadriceps,body only,intermediate,7.9,Wall sit
Walking lunge with hip extension,"The walking lunge with hip extension is a combination of two movements, both targeting the lower body. The added hip extension places more of an emphasis on the glutes. It is a great inclusion in a dynamic warm-up for the lower body, but can also be performed for time or reps in any workout.",strength,quadriceps,body only,intermediate,7.9,Walking lunge with pinggul ekstensi
Squat with alternating side leg raise,"The squat with alternating side leg raise is a bodyweight version of the squat, but with a lateral leg lift to add extra focus to the abductor muscles. It can be performed for time or for reps as part of a dynamic warm-up for the lower body, or in any lower-body portion of a workout.",strength,quadriceps,body only,intermediate,7.9,squat with bergantian samping kaki angkat
Lateral Squats,"The lateral lunge is a lower-body bodyweight movement that works the quads, glutes, and hamstrings. It can also be performed holding dumbbells or other weights. It is often performed for reps as part of a dynamic warm-up or mobility routine but can also work in a circuit or other workouts.",strength,quadriceps,body only,intermediate,7.9,Lateral squat
Walking lunge with twist,"The walking lunge with twist is an exercise that targets the lower body and the obliques. The twist not only works the obliques, it also opens up the thoracic spine. It is a great inclusion in a dynamic warm-up for a lower-body or full-body workout, but can also be performed for time or reps in any workout.",strength,quadriceps,body only,intermediate,7.9,Walking lunge with putaran
